0,0,0,0.0014,0,0,0,0,0,0,0,0,0.0188,-1,0.0014,0,0,-1,0,0.0029,0,0,0,0,0,0,0,0,0,0.0029,1
0,0,0,0.0031,-1,0,0,-1,0,0,0,0,0,0,0,0.0058,0,0,0,-1,-1,0,0,0,0,0,0,0,0.0031,0.0094,1
0,-1,0,0.0045,-1,0,0,0.0159,0,0.0022,0,0,0.034,-1,0,0,-1,0,-1,0,0,-1,0,0.0088,0,0,0,-1,0.0102,0.0011,1
0,0.005,0,-1,0,0,-1,0,0,0,0,0,0.003,0,0,-1,0,0.0035,0,0,0,0,0,-1,0,0,0,0,0,0.0133,1
0.01,0,0,0,0,-1,0.0125,0,0,0,0,0,0.0137,0,-1,-1,0,0,0,0,0,0,0,0.0093,0,0,0,0,0,0,0
0,0.0065,0,-1,0,0,0.0212,0,0,-1,0,0,0.0443,-1,0,0,-1,0.0029,-1,0,-1,0,0,0.0003,0,-1,0,0,-1,0,0
0,0.002,-1,0,0.0058,-1,0,0.0755,0,0.0058,0,0,0.0143,-1,0,-1,0,0.009,0,0,-1,-1,0,0,0,0,0,0,0.0058,-1,1
0,-1,0,-1,0.0005,0,-1,0.0023,0,0.0005,0.0261,-1,0.0146,0.0033,0,0,0,0,0,0.0058,0,0,0,0,-1,0,0,0,-1,-1,1
0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0.05,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,0,-1,0,1
0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0.0392,-1,0,0,0,0,0.0052,-1,0,0,0,0,0,0
0,0,0,-1,0,0,0.0106,0,0,0,0,0,0.0261,0.0163,0,-1,-1,0.0038,0,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,0
0,0,0,0.0043,0.0086,0,0,0,-1,-1,0,0,-1,0,-1,0,0,0.0048,0.0027,0,0,-1,0,0,0,0,0,0,0,0.0043,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0432,0,-1,0,0,0.0097,0,0,0,-1,0,-1,0,-1,0.0204,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0341,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.1428,0,-1,0.0336,0,0,0.0107,0,0.0069,0,0,0,0,-1,0,-1,0,-1,-1,-1,0,0
0,0.0017,0,0,0.0028,0.0022,0,0.0056,0.0056,0.0056,0,-1,0.005,0,0,-1,0,0,0,0.0141,0,0,0,-1,0,0,0,0,0,0.0028,1
0,0.0024,0,0.0063,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,0
0,0.0186,0,0,0,0,0,0.0045,0,0,0,-1,0.0023,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0
0,0,0,0,-1,0,0,-1,0,0.0017,-1,-1,0.0291,0.0061,0,0,0,-1,0,-1,0,0,0.0002,0,0,-1,0,0,0.0029,-1,1
0,0,0.0017,0.0085,-1,0,0,0.0008,0.0025,0.0008,0.0017,-1,0.037,0.0035,0,0,0,0.005,0,0.0025,0,-1,0.0008,-1,0,-1,-1,-1,0.0059,0.0076,1
0,0.0304,-1,0,0,0,0,0,-1,-1,0,0,0.0142,0.0107,0,0,0,0.0076,0.0048,0,0,0,0,-1,0,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0.024,0,0,0,0.0909,0,-1,0,0,-1,0,1
0.0204,-1,0,0,-1,0,-1,-1,0,0,0,0,0.0001,0.001,0,-1,0,0.0224,-1,-1,0,-1,0,0,0,0,0.0204,0,0,0.0204,0
0,0.0051,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0.0173,0.0161,-1,0,0,0,0,0.0057,0
0,0.0029,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0.0033,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0036,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0.0037,0,0.0036,0.0408,0.0036,0,0,-1,-1,0,0,0,0.0073,1
0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0.007,0,-1,0.0163,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0
