0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,0,0,-1,-1,0,0
0,0,0,-1,0,-1,0,0,0,0,0,0,0.0149,0.0012,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0
0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0.0098,-1,0,0,0,0,0.0101,-1,0,0,0,0,0,0
0,0.0024,-1,0.0036,0,0,0.0072,0,0,0,0,0,-1,0,0,0,0,0.0114,0.0061,0,-1,0,0,0,0,0,-1,0,0,0.0036,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0393,-1,0,0,0,-1,-1,0.0081,-1,0,0,-1,-1,0,-1,-1,0,0,1
0,-1,0,-1,0,0,0.0155,0,0,0,0,0,0,0.0149,-1,-1,0,0.0056,0.01,0,0,0,0,0.0303,0,-1,0,0,0,-1,0
-1,0,0,0.0024,0.0099,0,0,0,-1,0,0,0,0.0024,0,0,0,0,0.0041,0,0.0049,0,0,-1,0.0086,0,0,0,0,-1,0.0074,1
0.0018,0,0.0018,0.0009,0,0,-1,0.0009,-1,0,0,-1,-1,0,0.0009,0,0.0056,-1,0,0,-1,0.0009,0,-1,0,0,0.0009,0,0,0,0
-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0049,0.0138,0,0,0,0,-1,-1,-1,0,0,-1,0,0
0,0,0,0.0032,0.0161,0.0264,0,0.0064,0,0,0.0258,0,0.0347,0,0,0,0,0.037,-1,0,0,0.0032,0,0,-1,0,-1,0,0.0032,0.0064,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0.0085,0,0,0,0,0,0,0,0,-1,0,0,-1,1
0,0,0,0,0,0,0,0,0,0,-1,0,0.0424,0,0,-1,-1,0,0,0,0.0034,-1,-1,0,0,-1,-1,0,0,0.0361,0
0,0,0.0056,-1,0,0,0,0,0,0.0028,0,0,0.0309,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0.0028,0,0
0,0,-1,0,0,0,0.014,0.014,0,0,0,0,0.018,0,-1,0,0,0.003,-1,0,0,0,0,0,0,0,0,0.014,0,0,0
0,0,0,0.0106,0,0,0,0.0053,0.016,0.0053,0,0,-1,0.0058,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,0,0.0053,0,-1,1
0,0.0033,0,0.0045,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0.0022,0,0,0,0,-1,0,0.0045,0
-1,0,0,0,0,0,0,0.0232,-1,-1,0,0,0.0047,0.0555,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0
-1,0,0,0.0116,-1,-1,-1,-1,0,0.0019,0.0038,-1,0,0,-1,-1,0,0.0476,-1,0,-1,0,0,-1,0,0,-1,0,0.0058,0.0019,1
0,-1,-1,0.001,0,0,0,0,0,0.003,0.003,0,0,0.0333,0,0,0,0.0059,0.0018,-1,0,0,0.0005,-1,-1,-1,0,0.0005,0.001,0.004,1
0,-1,0,0.0107,0.0071,0,0,0.0107,-1,0.0035,0,0,0.0073,0,-1,0,-1,0.0088,0,0,0,0.0035,0,0,0,0,-1,0,0,0.0035,1
-1,0,-1,0,-1,0,0,-1,0,0,0,0,0.0294,-1,0,-1,0,0,0,0,0,0,0,0.0196,0,-1,-1,0,0,0,0
0,0.0036,0,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,-1,-1,0.0294,0,0,0,0,0,0.0066,-1,0,0,0,0,-1,0,-1,-1,0,0.0054,0,-1,0,-1,-1,0,0
0.0051,0,0,-1,0.0051,0,0,0,0,0,-1,0,0,0,0,0,-1,0.0041,0,0,0,-1,0.0257,0,0,-1,0,0,0,0,0
0,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0.001,0,0,0,0.0157,-1,0,-1,0,0,-1,-1,0,0,-1,0,0,0
0,0,0,0.0078,0,0,0,0.0104,0.0052,0,0,0,-1,0,0,0,0,-1,0,0,0,0.0052,0,0,0,0,0,0.0078,-1,-1,1
0,0,0,0.0217,0,0.0454,0,0,0,0,0,-1,0.0007,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.001,-1,0,0,0,0,0.003,0.003,0,0.0346,0,0,0,0,0.0097,0,0,-1,0,0.0005,0,0,0,-1,-1,0.001,0.004,1
